"review_no","review_file","previous_tier","original_relative_path","original_full_path","bytes","sha256"
"74","074__strict2_B__B06_d625113_p33_i03_522x132.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B06_d625113_p33_i03_522x132.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B06_d625113_p33_i03_522x132.png","72537","E6CA6D16E645C557FE4D66712BB1DD4ADC127B2F2FF4228135EEA8C8FB8C6E7E"
"75","075__strict2_B__B07_d625113_p58_i00_369x150.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B07_d625113_p58_i00_369x150.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B07_d625113_p58_i00_369x150.png","41139","36CEAE7DFB7835CC5825595EC8CA0FAFA5E0ED3E03C560BE28C7849F7755AFC6"
"76","076__strict2_B__B08_d625113_p58_i01_369x65.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B08_d625113_p58_i01_369x65.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B08_d625113_p58_i01_369x65.png","23968","CFDE5C771D18ADB6EF2864B7F705E0DF9B8D890FA367F51CD4F2D7D043C80303"
"77","077__strict2_B__B09_d625113_p60_i00_369x108.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B09_d625113_p60_i00_369x108.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B09_d625113_p60_i00_369x108.png","23129","E96808DD2F6543813D626B8838A11F328D77355439B562B2FF33270B1E477220"
"78","078__strict2_B__B10_d625113_p60_i02_369x84.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B10_d625113_p60_i02_369x84.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B10_d625113_p60_i02_369x84.png","36875","D124A682E0D02783B483BCE4CFA2558B4CDF62509BE81C1D8056043BE6293BAE"
"79","079__strict2_B__B11_d625113_p70_i01_400x60.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B11_d625113_p70_i01_400x60.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B11_d625113_p70_i01_400x60.jpeg","8914","E15248AFF95130FC7D947768A1B29184101F8CCBA860594DC7D9931C94027BDE"
"80","080__strict2_B__B12_d625113_p70_i02_316x85.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B12_d625113_p70_i02_316x85.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B12_d625113_p70_i02_316x85.png","60741","2A802BF9777697E8E959D64E9CD3A8467E55432283DCBAD52974A73E9FFBFDC1"
"81","081__strict2_B__B13_d625113_p71_i04_704x260.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B13_d625113_p71_i04_704x260.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B13_d625113_p71_i04_704x260.png","11410","51932AD368FBE4F76DC6103D37699FBC7482BCD2DD792A79A7623D8CA3D36B20"
"82","082__strict2_B__B14_d01430115_p16_i01_209x110.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B14_d01430115_p16_i01_209x110.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B14_d01430115_p16_i01_209x110.jpeg","7212","29B52C97A3AA97003EE9B0AF9E588997787D68C5819F8001A577D12C289E6A04"
"83","083__strict2_B__B15_d01430115_p65_i01_228x108.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B15_d01430115_p65_i01_228x108.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B15_d01430115_p65_i01_228x108.jpeg","10636","BE3C92C0D496010C13731FD17A5C053F106A70B6CA86F188527FD8AA6AC5A0CC"
"84","084__strict2_B__B16_d01430115_p65_i04_234x108.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B16_d01430115_p65_i04_234x108.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B16_d01430115_p65_i04_234x108.jpeg","10624","A52C18DC7AFA44C531EB29752EBA526CC1DEEAEC3E100B6F4017061AC50C3726"
"85","085__strict2_B__B17_d01430115_p65_i05_246x102.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B17_d01430115_p65_i05_246x102.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B17_d01430115_p65_i05_246x102.jpeg","9787","BF22E959D1BC0BC38B740293101EFB68FF5D3211C3332A63EDC844FBE97AD256"
"86","086__strict2_B__B18_d01430115_p65_i06_217x110.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B18_d01430115_p65_i06_217x110.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B18_d01430115_p65_i06_217x110.jpeg","10168","399493E4FC7A8811E8F132016E6E6E43609C3DB7E87DEBAA10EEBCCD185958C9"
"87","087__strict2_B__B19_d01430115_p66_i03_240x109.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B19_d01430115_p66_i03_240x109.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B19_d01430115_p66_i03_240x109.jpeg","11783","5B4206FD97E4050F3E8F44305EC0D635967B6AF22011B43D529AFB287A39B745"
"88","088__strict2_B__B20_d01430115_p66_i04_247x100.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B20_d01430115_p66_i04_247x100.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B20_d01430115_p66_i04_247x100.jpeg","12018","CA03986E0FBD447E41766AEF6A0E7759411F7347FD8E269A49A443DA1E021506"
"89","089__strict2_B__B21_d01430115_p66_i11_250x117.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B21_d01430115_p66_i11_250x117.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B21_d01430115_p66_i11_250x117.jpeg","11666","E4C018B77914C927E3B6267289EAF31B0C3CB939A1C83CB602C30C124DC84968"
"90","090__strict2_B__B22_d01451691_p29_i00_928x152.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B22_d01451691_p29_i00_928x152.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B22_d01451691_p29_i00_928x152.jpeg","35979","68E815B153A8A7EDF51689E0A8554EF0FDDAD5F70091A8A07F40F799D38ED1A2"
"91","091__strict2_B__B23_d01451691_p29_i01_572x149.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B23_d01451691_p29_i01_572x149.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B23_d01451691_p29_i01_572x149.jpeg","24566","8DE860B0891C721C19EADCAB505171E776F5BDDE5DBDCF1F1C69B61CC04CEE7C"
"92","092__strict2_B__B24_d01451691_p19_mogao332_left.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B24_d01451691_p19_mogao332_left.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B24_d01451691_p19_mogao332_left.jpeg","11136","B9531FB6F3350E449E5CE7CA75CC71352AACE6F5E9071C87EEDD7775A05D935E"
"93","093__strict2_B__B25_d01451691_p19_mogao332_right.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B25_d01451691_p19_mogao332_right.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B25_d01451691_p19_mogao332_right.jpeg","10878","5192C0DE9E0851CE1954C0B45C5BAF89D6AF460357FC658F42DADFAA19F17119"
"94","094__strict2_B__B26_d625113_dense_flower_row.png","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B26_d625113_dense_flower_row.png","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B26_d625113_dense_flower_row.png","36262","A3B35E23AD4C95B2208FE809A5CF4432B8908B8DB4D4CA3BE87849978C5372E9"
"95","095__strict2_B__B27_d01451691_mogao171_dense_row1.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B27_d01451691_mogao171_dense_row1.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B27_d01451691_mogao171_dense_row1.jpeg","46931","8FFC54991E5E69DC393239E181F80DF68F5E1DA067FC3C0C1183E18A397062B2"
"96","096__strict2_B__B28_d01451691_mogao171_dense_row2.jpeg","B","strict_2d_lineart_batch2_20260714/B_auxiliary/B28_d01451691_mogao171_dense_row2.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B28_d01451691_mogao171_dense_row2.jpeg","48719","C7D18F249E68A71EFC1146503AABA44908D43FA652BE1662B63CA6ACD6456B46"
"97","097__web_U__A01_sina_mixed_juhua_shiliu_baoxiang.jpg","U","web_20260714/A01_sina_mixed_juhua_shiliu_baoxiang.jpg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\A01_sina_mixed_juhua_shiliu_baoxiang.jpg","620551","33532E134D8A9607374060AF01D7E2A5F9E770BC00EE51CE161648B617A37628"
"98","098__web_U__A02_dunhuang_tang_scroll_borders.jpeg","U","web_20260714/A02_dunhuang_tang_scroll_borders.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\A02_dunhuang_tang_scroll_borders.jpeg","34838","086FD88C358C088A69A20A6D467C6AB5871DEEC810BB091FBA676415DDE3A1B5"
"99","099__web_U__A03_dunhuang_mogao201_mid_tang.jpeg","U","web_20260714/A03_dunhuang_mogao201_mid_tang.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\A03_dunhuang_mogao201_mid_tang.jpeg","33311","6D5B3AF2398D5EAD588B95FC1D2F17DD037EFAE97B377BAA746E620CCC9B199E"
"100","100__web_U__B02_sina_mixed_shancha_zhuzi_yueji.jpg","U","web_20260714/B02_sina_mixed_shancha_zhuzi_yueji.jpg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\B02_sina_mixed_shancha_zhuzi_yueji.jpg","467212","9ADB2483E38736CC723A0E8D868D8FED159863D253D8528C1F576731E4374AFA"
"101","101__web_U__B03_dunhuang_northern_wei_borders.jpeg","U","web_20260714/B03_dunhuang_northern_wei_borders.jpeg","D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\B03_dunhuang_northern_wei_borders.jpeg","34981","27D9898A0F923C57C4FD165932B2FAB40944FBAB1F621D3DB93E7294E2F161F7"
