"merged_id","merged_file","batch","original_file","selection_tier","sample_origin","source_group","source_reference","source_page","rights","visual_note","sha256","bytes","source_path"
"B1-050","B1_050__067__strict2_A__A30_d01451691_p18_i00_617x180.jpeg","screened_existing_20260715","067__strict2_A__A30_d01451691_p18_i00_617x180.jpeg","A","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A30_d01451691_p18_i00_617x180.jpeg","","source rights require review","","f51fff47d67a86774a027c17018e08f8898ab720571ddb8f82035452cd059799","23778","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\067__strict2_A__A30_d01451691_p18_i00_617x180.jpeg"
"B1-051","B1_051__068__strict2_A__A31_d01451691_p18_i02_440x114.jpeg","screened_existing_20260715","068__strict2_A__A31_d01451691_p18_i02_440x114.jpeg","A","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A31_d01451691_p18_i02_440x114.jpeg","","source rights require review","","6817fd57773c0fe4e7b8779dcdec40409a82dd913909af32e34a8f0b3c64d833","16100","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\068__strict2_A__A31_d01451691_p18_i02_440x114.jpeg"
"B1-052","B1_052__069__strict2_B__B01_d625113_p16_i00_510x101.png","screened_existing_20260715","069__strict2_B__B01_d625113_p16_i00_510x101.png","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B01_d625113_p16_i00_510x101.png","","source rights require review","","d8ffd86cb97ff05cb38fe3ab9877ae5cb7aa4aa0d06337cce8997c46994e70c9","11322","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\069__strict2_B__B01_d625113_p16_i00_510x101.png"
"B1-053","B1_053__070__strict2_B__B02_d625113_p16_i01_505x93.png","screened_existing_20260715","070__strict2_B__B02_d625113_p16_i01_505x93.png","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B02_d625113_p16_i01_505x93.png","","source rights require review","","d91c792f2de9873a72c25bfb97b6d4a3fcb3e943d3111fd19448fcf6e7626ea6","12947","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\070__strict2_B__B02_d625113_p16_i01_505x93.png"
"B1-054","B1_054__071__strict2_B__B03_d625113_p16_i05_506x116.png","screened_existing_20260715","071__strict2_B__B03_d625113_p16_i05_506x116.png","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B03_d625113_p16_i05_506x116.png","","source rights require review","","077bae10eab793b2ac484b88947efad59ce37f22ae96f7366610c853e2ecba81","16137","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\071__strict2_B__B03_d625113_p16_i05_506x116.png"
"B1-055","B1_055__072__strict2_B__B04_d625113_p25_i00_696x81.png","screened_existing_20260715","072__strict2_B__B04_d625113_p25_i00_696x81.png","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B04_d625113_p25_i00_696x81.png","","source rights require review","","d4a7ef51d5ffc9000cb1f9fadfddbed5f72fe15e26b23de86f9be662133c52d4","61524","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\072__strict2_B__B04_d625113_p25_i00_696x81.png"
"B1-056","B1_056__076__strict2_B__B08_d625113_p58_i01_369x65.png","screened_existing_20260715","076__strict2_B__B08_d625113_p58_i01_369x65.png","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B08_d625113_p58_i01_369x65.png","","source rights require review","","cfde5c771d18adb6ef2864b7f705e0df9b8d890fa367f51cd4f2d7d043c80303","23968","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\076__strict2_B__B08_d625113_p58_i01_369x65.png"
"B1-057","B1_057__081__strict2_B__B13_d625113_p71_i04_704x260.png","screened_existing_20260715","081__strict2_B__B13_d625113_p71_i04_704x260.png","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B13_d625113_p71_i04_704x260.png","","source rights require review","","51932ad368fbe4f76dc6103d37699fbc7482bcd2dd792a79a7623d8ca3d36b20","11410","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\081__strict2_B__B13_d625113_p71_i04_704x260.png"
"B1-058","B1_058__090__strict2_B__B22_d01451691_p29_i00_928x152.jpeg","screened_existing_20260715","090__strict2_B__B22_d01451691_p29_i00_928x152.jpeg","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B22_d01451691_p29_i00_928x152.jpeg","","source rights require review","","68e815b153a8a7edf51689e0a8554ef0fddad5f70091a8a07f40f799d38ed1a2","35979","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\090__strict2_B__B22_d01451691_p29_i00_928x152.jpeg"
"B1-059","B1_059__091__strict2_B__B23_d01451691_p29_i01_572x149.jpeg","screened_existing_20260715","091__strict2_B__B23_d01451691_p29_i01_572x149.jpeg","B","real_lineart","strict_2d_lineart_batch2_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B23_d01451691_p29_i01_572x149.jpeg","","source rights require review","","8de860b0891c721c19eadcab505171e776f5bdde5dbdcf1f1c69b61cc04cee7c","24566","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\091__strict2_B__B23_d01451691_p29_i01_572x149.jpeg"
"B1-060","B1_060__099__web_U__A03_dunhuang_mogao201_mid_tang.jpeg","screened_existing_20260715","099__web_U__A03_dunhuang_mogao201_mid_tang.jpeg","U","real_lineart","web_20260714","D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\A03_dunhuang_mogao201_mid_tang.jpeg","","source rights require review","","6d5b3af2398d5ead588b95fc1d2f17dd037efae97b377baa746e620ccc9b199e","33311","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\099__web_U__A03_dunhuang_mogao201_mid_tang.jpeg"
"B1-061","B1_061__Snipaste_2026-07-15_13-17-22.png","screened_existing_20260715","Snipaste_2026-07-15_13-17-22.png","U","real_lineart","user_added","User-provided local line-art capture 2026-07-15","","source rights require review","original web URL not recorded; retain local capture as provenance","8892392160ffd1524f63aec0ff89df90ac780be0356d7c4e6dd0939535970094","91407","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-17-22.png"
"B1-062","B1_062__Snipaste_2026-07-15_13-17-49.png","screened_existing_20260715","Snipaste_2026-07-15_13-17-49.png","U","real_lineart","user_added","User-provided local line-art capture 2026-07-15","","source rights require review","original web URL not recorded; retain local capture as provenance","79ad3256bcad3d8b296bba821de7a9f345bc7ea9c565ebcc82188fc470238c4c","101033","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-17-49.png"
"B1-063","B1_063__Snipaste_2026-07-15_13-18-16.png","screened_existing_20260715","Snipaste_2026-07-15_13-18-16.png","U","real_lineart","user_added","User-provided local line-art capture 2026-07-15","","source rights require review","original web URL not recorded; retain local capture as provenance","1226bd13e09976bad7805655cc4ff79080aebfd023bd1cc9c756be4a3d04faba","86009","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-18-16.png"
"B1-064","B1_064__Snipaste_2026-07-15_13-18-39.png","screened_existing_20260715","Snipaste_2026-07-15_13-18-39.png","U","real_lineart","user_added","User-provided local line-art capture 2026-07-15","","source rights require review","original web URL not recorded; retain local capture as provenance","9be3fc4918446594c9116503e30aad53a2939c9fdec3b34e2759d2891e9635a5","96421","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-18-39.png"
"B1-065","B1_065__Snipaste_2026-07-15_13-18-45.png","screened_existing_20260715","Snipaste_2026-07-15_13-18-45.png","U","real_lineart","user_added","User-provided local line-art capture 2026-07-15","","source rights require review","original web URL not recorded; retain local capture as provenance","5953b3a201fbbfa574cb5f4e1cfaf295199f02d6363ce8d019c0ffb9dcc44b9f","117150","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-18-45.png"
"B1-066","B1_066__Snipaste_2026-07-15_13-19-07.png","screened_existing_20260715","Snipaste_2026-07-15_13-19-07.png","U","real_lineart","user_added","User-provided local line-art capture 2026-07-15","","source rights require review","original web URL not recorded; retain local capture as provenance","a18c8617fb874fc4175f1202cf53a12da88fac1f6b42d55f6ac4c473eec80eca","82409","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-19-07.png"
"B3-001","B3_001__A01__candidate_061__D01448673_tang_ceiling_pattern_p134_i09_x1907_476x61.png","batch3_20260715","A01__candidate_061__D01448673_tang_ceiling_pattern_p134_i09_x1907_476x61.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_061__D01448673_tang_ceiling_pattern_p134_i09_x1907_476x61.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","5b922442eb16f002bc403e8cf1700b513151807ef7a0c23d012baf52aa2a04b3","34370","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A01__candidate_061__D01448673_tang_ceiling_pattern_p134_i09_x1907_476x61.png"
"B3-002","B3_002__A02__candidate_068__D01448673_tang_ceiling_pattern_p144_i01_x2016_448x108.png","batch3_20260715","A02__candidate_068__D01448673_tang_ceiling_pattern_p144_i01_x2016_448x108.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_068__D01448673_tang_ceiling_pattern_p144_i01_x2016_448x108.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","636e1e1c2e6f3118dbdb93d29ffe859bf3f07b62ccb015bb09a50ff4061d8897","45159","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A02__candidate_068__D01448673_tang_ceiling_pattern_p144_i01_x2016_448x108.png"
"B3-003","B3_003__A03__candidate_070__D01448673_tang_ceiling_pattern_p144_i08_x2023_305x146.png","batch3_20260715","A03__candidate_070__D01448673_tang_ceiling_pattern_p144_i08_x2023_305x146.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_070__D01448673_tang_ceiling_pattern_p144_i08_x2023_305x146.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","a2aa7b5d32b573ba353690b1aabc430c511e976b465248d9da279fa553fdbac4","34964","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A03__candidate_070__D01448673_tang_ceiling_pattern_p144_i08_x2023_305x146.png"
"B3-004","B3_004__A04__candidate_076__D01448673_tang_ceiling_pattern_p148_i03_x2080_568x132.png","batch3_20260715","A04__candidate_076__D01448673_tang_ceiling_pattern_p148_i03_x2080_568x132.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_076__D01448673_tang_ceiling_pattern_p148_i03_x2080_568x132.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","af34711939f4dc915c97d3ec1a52b0d72635bcd0a2949154226228979bed0c65","37433","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A04__candidate_076__D01448673_tang_ceiling_pattern_p148_i03_x2080_568x132.png"
"B3-005","B3_005__A05__candidate_077__D01448673_tang_ceiling_pattern_p149_i21_x2102_283x82.png","batch3_20260715","A05__candidate_077__D01448673_tang_ceiling_pattern_p149_i21_x2102_283x82.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_077__D01448673_tang_ceiling_pattern_p149_i21_x2102_283x82.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","12ebd9a0270fef5907d6237130d2a70e3c7c69877661ccd44d7773525c900eb5","23577","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A05__candidate_077__D01448673_tang_ceiling_pattern_p149_i21_x2102_283x82.png"
"B3-006","B3_006__A06__candidate_078__D01448673_tang_ceiling_pattern_p161_i03_x2203_517x95.png","batch3_20260715","A06__candidate_078__D01448673_tang_ceiling_pattern_p161_i03_x2203_517x95.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_078__D01448673_tang_ceiling_pattern_p161_i03_x2203_517x95.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","feda3cc134a4725bda387ed21eab76fd244ad628239c7c6982f71a6832ac78eb","56225","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A06__candidate_078__D01448673_tang_ceiling_pattern_p161_i03_x2203_517x95.png"
"B3-007","B3_007__A07__candidate_080__D01448673_tang_ceiling_pattern_p161_i06_x2206_542x105.png","batch3_20260715","A07__candidate_080__D01448673_tang_ceiling_pattern_p161_i06_x2206_542x105.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_080__D01448673_tang_ceiling_pattern_p161_i06_x2206_542x105.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","d2d16de870d19dc9ec23dfdece7b22856fd057bf7c3f71f691b656559229a2d2","62435","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A07__candidate_080__D01448673_tang_ceiling_pattern_p161_i06_x2206_542x105.png"
"B3-008","B3_008__A08__candidate_081__D01448673_tang_ceiling_pattern_p161_i07_x2207_561x86.png","batch3_20260715","A08__candidate_081__D01448673_tang_ceiling_pattern_p161_i07_x2207_561x86.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_081__D01448673_tang_ceiling_pattern_p161_i07_x2207_561x86.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","bcf60a11fa812f340eef3e0f9852558ebe5bf0b8a3d80e8ec438b09fbf7a8e02","51304","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A08__candidate_081__D01448673_tang_ceiling_pattern_p161_i07_x2207_561x86.png"
"B3-009","B3_009__A09__candidate_082__D01448673_tang_ceiling_pattern_p162_i05_x2220_590x78.png","batch3_20260715","A09__candidate_082__D01448673_tang_ceiling_pattern_p162_i05_x2220_590x78.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_082__D01448673_tang_ceiling_pattern_p162_i05_x2220_590x78.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","34d8fbcb6a3085fb7bc4a2e2f5ea16744812a57528b11b8c57813d0c490d797a","51984","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A09__candidate_082__D01448673_tang_ceiling_pattern_p162_i05_x2220_590x78.png"
"B3-010","B3_010__A10__candidate_149__D01448673_tang_ceiling_pattern_p230_i02_x2960_491x181.png","batch3_20260715","A10__candidate_149__D01448673_tang_ceiling_pattern_p230_i02_x2960_491x181.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_149__D01448673_tang_ceiling_pattern_p230_i02_x2960_491x181.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","06d2ae9d2e005cd40631e4d81b095594b8170024fcfd39e6828829bfe5ed9b87","52475","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A10__candidate_149__D01448673_tang_ceiling_pattern_p230_i02_x2960_491x181.png"
"B3-011","B3_011__A11__candidate_151__D01448673_tang_ceiling_pattern_p232_i07_x2982_554x114.png","batch3_20260715","A11__candidate_151__D01448673_tang_ceiling_pattern_p232_i07_x2982_554x114.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_151__D01448673_tang_ceiling_pattern_p232_i07_x2982_554x114.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","97e84457fb0209d1750134bf500ec569ea1e635a8c324514042cda2a078e8690","64474","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A11__candidate_151__D01448673_tang_ceiling_pattern_p232_i07_x2982_554x114.png"
"B3-012","B3_012__A12__candidate_152__D01448673_tang_ceiling_pattern_p232_i09_x2984_367x53.png","batch3_20260715","A12__candidate_152__D01448673_tang_ceiling_pattern_p232_i09_x2984_367x53.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_152__D01448673_tang_ceiling_pattern_p232_i09_x2984_367x53.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","6982413453ae7e39eca28fea0b77b483702cf2cdaf0562ffe15180ef19717b77","25180","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A12__candidate_152__D01448673_tang_ceiling_pattern_p232_i09_x2984_367x53.png"
"B3-013","B3_013__A13__candidate_153__D01448673_tang_ceiling_pattern_p232_i10_x2985_266x52.png","batch3_20260715","A13__candidate_153__D01448673_tang_ceiling_pattern_p232_i10_x2985_266x52.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_153__D01448673_tang_ceiling_pattern_p232_i10_x2985_266x52.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","d7a46d6d82a664fc8974b88b3b0a2dca059e1d35a8425122bdcbc1c4ac283cd4","16348","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A13__candidate_153__D01448673_tang_ceiling_pattern_p232_i10_x2985_266x52.png"
"B3-014","B3_014__A14__candidate_159__D01448673_tang_ceiling_pattern_p234_i02_x3005_516x86.png","batch3_20260715","A14__candidate_159__D01448673_tang_ceiling_pattern_p234_i02_x3005_516x86.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_159__D01448673_tang_ceiling_pattern_p234_i02_x3005_516x86.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","c49656e7a4fad2cb9787440491931fd2d72fa88dffad6891b347f3dcb0f914d7","47386","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A14__candidate_159__D01448673_tang_ceiling_pattern_p234_i02_x3005_516x86.png"
"B3-015","B3_015__A15__candidate_160__D01448673_tang_ceiling_pattern_p234_i03_x3006_356x79.png","batch3_20260715","A15__candidate_160__D01448673_tang_ceiling_pattern_p234_i03_x3006_356x79.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_160__D01448673_tang_ceiling_pattern_p234_i03_x3006_356x79.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","7b6731cf0718bc05f30c37915a6c7fb1db0f0d9895bf1d13567f917fe2999605","35942","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A15__candidate_160__D01448673_tang_ceiling_pattern_p234_i03_x3006_356x79.png"
"B3-016","B3_016__A16__candidate_161__D01448673_tang_ceiling_pattern_p234_i04_x3007_420x200.png","batch3_20260715","A16__candidate_161__D01448673_tang_ceiling_pattern_p234_i04_x3007_420x200.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_161__D01448673_tang_ceiling_pattern_p234_i04_x3007_420x200.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","a5e8d8898ad63c300599efe382ca91c89f4e6ed9b40d9b2e5f1f5325668e7946","103095","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A16__candidate_161__D01448673_tang_ceiling_pattern_p234_i04_x3007_420x200.png"
"B3-017","B3_017__A17__candidate_162__D01448673_tang_ceiling_pattern_p236_i00_x3024_282x93.png","batch3_20260715","A17__candidate_162__D01448673_tang_ceiling_pattern_p236_i00_x3024_282x93.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_162__D01448673_tang_ceiling_pattern_p236_i00_x3024_282x93.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","743fe34dfe6047dc2732a1a9dc3030ab7e376409ec263110235e9e24bd2bc4d2","24129","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A17__candidate_162__D01448673_tang_ceiling_pattern_p236_i00_x3024_282x93.png"
"B3-018","B3_018__A18__candidate_163__D01448673_tang_ceiling_pattern_p236_i03_x3027_375x86.png","batch3_20260715","A18__candidate_163__D01448673_tang_ceiling_pattern_p236_i03_x3027_375x86.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_163__D01448673_tang_ceiling_pattern_p236_i03_x3027_375x86.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","a601b3fe70716648eb4eac0a7f3369aa6b14034fe29b0b1cd411ba2e98afa526","34984","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A18__candidate_163__D01448673_tang_ceiling_pattern_p236_i03_x3027_375x86.png"
"B3-019","B3_019__A19__candidate_172__D01448673_tang_ceiling_pattern_p238_i01_x3050_325x114.png","batch3_20260715","A19__candidate_172__D01448673_tang_ceiling_pattern_p238_i01_x3050_325x114.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_172__D01448673_tang_ceiling_pattern_p238_i01_x3050_325x114.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","40f75dd907aa0850f435361386cd5799394109345ce3fb97259eca417e9d9f03","32561","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A19__candidate_172__D01448673_tang_ceiling_pattern_p238_i01_x3050_325x114.png"
"B3-020","B3_020__A20__candidate_174__D01448673_tang_ceiling_pattern_p238_i06_x3055_250x75.png","batch3_20260715","A20__candidate_174__D01448673_tang_ceiling_pattern_p238_i06_x3055_250x75.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_174__D01448673_tang_ceiling_pattern_p238_i06_x3055_250x75.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","241ee6d60ec23f39a32da47651f2af2eee9b10ea62a080fccd6da8fa628f39bf","21889","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A20__candidate_174__D01448673_tang_ceiling_pattern_p238_i06_x3055_250x75.png"
"B3-021","B3_021__A21__candidate_175__D01448673_tang_ceiling_pattern_p238_i07_x3056_284x87.png","batch3_20260715","A21__candidate_175__D01448673_tang_ceiling_pattern_p238_i07_x3056_284x87.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_175__D01448673_tang_ceiling_pattern_p238_i07_x3056_284x87.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","a5d1dfdbbaf460f268645560146b393db5389aa7f75d0b6a631e51b762efecc5","21992","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A21__candidate_175__D01448673_tang_ceiling_pattern_p238_i07_x3056_284x87.png"
"B3-022","B3_022__A22__candidate_177__D01448673_tang_ceiling_pattern_p238_i10_x3059_390x129.png","batch3_20260715","A22__candidate_177__D01448673_tang_ceiling_pattern_p238_i10_x3059_390x129.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_177__D01448673_tang_ceiling_pattern_p238_i10_x3059_390x129.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","9c9c01c013a0920a79342438f8f79e62ab5e04140574f11d9e0ddbbe85c1d839","51958","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A22__candidate_177__D01448673_tang_ceiling_pattern_p238_i10_x3059_390x129.png"
"B3-023","B3_023__A23__candidate_182__D01448673_tang_ceiling_pattern_p242_i00_x3098_302x71.png","batch3_20260715","A23__candidate_182__D01448673_tang_ceiling_pattern_p242_i00_x3098_302x71.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_182__D01448673_tang_ceiling_pattern_p242_i00_x3098_302x71.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","ef389ee70e36e46be655e323727d9fddf32df4de8107c1584d968fb9afa0a927","29252","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A23__candidate_182__D01448673_tang_ceiling_pattern_p242_i00_x3098_302x71.png"
"B3-024","B3_024__A24__candidate_183__D01448673_tang_ceiling_pattern_p242_i01_x3099_328x89.png","batch3_20260715","A24__candidate_183__D01448673_tang_ceiling_pattern_p242_i01_x3099_328x89.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_183__D01448673_tang_ceiling_pattern_p242_i01_x3099_328x89.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","0b9183564f60455bd51fbf7cfc114f393c63947dd4ff46ce48273f2f7e2c764a","36297","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A24__candidate_183__D01448673_tang_ceiling_pattern_p242_i01_x3099_328x89.png"
