review_no,review_file,previous_tier,source_group,original_relative_path,original_full_path,expected_sha256,sample_origin,source_reference,screening_status,provenance_status,review_path,bytes,sha256,source_parent_id,notes
46,046__strict2_A__A07_d625113_p32_i01_397x109.png,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A07_d625113_p32_i01_397x109.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A07_d625113_p32_i01_397x109.png,524CB045A0FA3FE856C0B0E3CCDB364C878C89C50DAEBD38267AD1F9680FA891,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A07_d625113_p32_i01_397x109.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\046__strict2_A__A07_d625113_p32_i01_397x109.png,40603,524CB045A0FA3FE856C0B0E3CCDB364C878C89C50DAEBD38267AD1F9680FA891,,
47,047__strict2_A__A09_d625113_p40_i02_397x104.png,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A09_d625113_p40_i02_397x104.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A09_d625113_p40_i02_397x104.png,4F38924D9C476AE95842F8E1AFF3384C53715A869A5ECE4EDA54A182F4A4C1CB,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A09_d625113_p40_i02_397x104.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\047__strict2_A__A09_d625113_p40_i02_397x104.png,40906,4F38924D9C476AE95842F8E1AFF3384C53715A869A5ECE4EDA54A182F4A4C1CB,,
48,048__strict2_A__A10_d625113_p42_i00_385x118.png,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A10_d625113_p42_i00_385x118.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A10_d625113_p42_i00_385x118.png,F57B53817F00C9254EA9351E01964A29601908274354EDCD790E08980501F741,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A10_d625113_p42_i00_385x118.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\048__strict2_A__A10_d625113_p42_i00_385x118.png,18531,F57B53817F00C9254EA9351E01964A29601908274354EDCD790E08980501F741,,
52,052__strict2_A__A15_d625113_p58_i05_397x114.png,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A15_d625113_p58_i05_397x114.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A15_d625113_p58_i05_397x114.png,51FC9C5189C1056759EAF04CC38EB4957A68035E6B1C59D025E3B37755EB44B5,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A15_d625113_p58_i05_397x114.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\052__strict2_A__A15_d625113_p58_i05_397x114.png,26063,51FC9C5189C1056759EAF04CC38EB4957A68035E6B1C59D025E3B37755EB44B5,,
54,054__strict2_A__A17_d625113_p59_i00_425x81.png,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A17_d625113_p59_i00_425x81.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A17_d625113_p59_i00_425x81.png,26D40EB067362A80BBCA3DE8F2CA221C09B4354F7E77DA6370C3C318F504AFBF,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A17_d625113_p59_i00_425x81.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\054__strict2_A__A17_d625113_p59_i00_425x81.png,33055,26D40EB067362A80BBCA3DE8F2CA221C09B4354F7E77DA6370C3C318F504AFBF,,
55,055__strict2_A__A18_d625113_p59_i01_397x104.png,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A18_d625113_p59_i01_397x104.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A18_d625113_p59_i01_397x104.png,3389FB8B7CD58B913AECF10506464895A77D539FFC3194ADB33F8CDCDEEE1600,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A18_d625113_p59_i01_397x104.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\055__strict2_A__A18_d625113_p59_i01_397x104.png,36248,3389FB8B7CD58B913AECF10506464895A77D539FFC3194ADB33F8CDCDEEE1600,,
56,056__strict2_A__A19_d625113_p70_i03_402x73.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A19_d625113_p70_i03_402x73.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A19_d625113_p70_i03_402x73.jpeg,8E2A5AE4A7CB1EFE1EC7332537AE96F972079E046922ED31F63F667E642FE063,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A19_d625113_p70_i03_402x73.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\056__strict2_A__A19_d625113_p70_i03_402x73.jpeg,13219,8E2A5AE4A7CB1EFE1EC7332537AE96F972079E046922ED31F63F667E642FE063,,
57,057__strict2_A__A20_d01430115_p16_i02_284x111.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A20_d01430115_p16_i02_284x111.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A20_d01430115_p16_i02_284x111.jpeg,ACF294D0AFC27BEEDD1AAB6663E993E03BB9304D5ED3761CE3140E8A21BAC97A,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A20_d01430115_p16_i02_284x111.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\057__strict2_A__A20_d01430115_p16_i02_284x111.jpeg,12138,ACF294D0AFC27BEEDD1AAB6663E993E03BB9304D5ED3761CE3140E8A21BAC97A,,
58,058__strict2_A__A21_d01430115_p65_i02_232x116.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A21_d01430115_p65_i02_232x116.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A21_d01430115_p65_i02_232x116.jpeg,5400D481018F82D2C759889F94249BE124DB6F223CBB170272A84128F2055B2C,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A21_d01430115_p65_i02_232x116.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\058__strict2_A__A21_d01430115_p65_i02_232x116.jpeg,10960,5400D481018F82D2C759889F94249BE124DB6F223CBB170272A84128F2055B2C,,
62,062__strict2_A__A25_d01430115_p66_i05_270x98.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A25_d01430115_p66_i05_270x98.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A25_d01430115_p66_i05_270x98.jpeg,60F70F14D2DFE8D1C33910ECCBB49E87C5BBB19A83332C2628CCF7DD9B89AB17,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A25_d01430115_p66_i05_270x98.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\062__strict2_A__A25_d01430115_p66_i05_270x98.jpeg,11045,60F70F14D2DFE8D1C33910ECCBB49E87C5BBB19A83332C2628CCF7DD9B89AB17,,
63,063__strict2_A__A26_d01430115_p66_i08_263x122.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A26_d01430115_p66_i08_263x122.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A26_d01430115_p66_i08_263x122.jpeg,70A954751A38FD843F08339890AB945A6210339D92F867AAD66A9E7AFA469536,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A26_d01430115_p66_i08_263x122.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\063__strict2_A__A26_d01430115_p66_i08_263x122.jpeg,11707,70A954751A38FD843F08339890AB945A6210339D92F867AAD66A9E7AFA469536,,
64,064__strict2_A__A27_d01430115_p66_i10_248x92.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A27_d01430115_p66_i10_248x92.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A27_d01430115_p66_i10_248x92.jpeg,D32A199B4DDD3026600F16FC9415F68F9F5D7CBA324E58EF38532F4E9CEEC94D,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A27_d01430115_p66_i10_248x92.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\064__strict2_A__A27_d01430115_p66_i10_248x92.jpeg,9509,D32A199B4DDD3026600F16FC9415F68F9F5D7CBA324E58EF38532F4E9CEEC94D,,
65,065__strict2_A__A28_d01430115_p67_i01_252x97.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A28_d01430115_p67_i01_252x97.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A28_d01430115_p67_i01_252x97.jpeg,D2955CACD8BE76678E76B224FD430CF0DB208AA4D677006C2593C04693FFEF2F,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A28_d01430115_p67_i01_252x97.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\065__strict2_A__A28_d01430115_p67_i01_252x97.jpeg,12293,D2955CACD8BE76678E76B224FD430CF0DB208AA4D677006C2593C04693FFEF2F,,
66,066__strict2_A__A29_d01430115_p67_i02_275x119.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A29_d01430115_p67_i02_275x119.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A29_d01430115_p67_i02_275x119.jpeg,558CE7F3955EE4AFE5660C6AE243EEA633E39A7FF8F70DDEE3786ADA08DB801F,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A29_d01430115_p67_i02_275x119.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\066__strict2_A__A29_d01430115_p67_i02_275x119.jpeg,14189,558CE7F3955EE4AFE5660C6AE243EEA633E39A7FF8F70DDEE3786ADA08DB801F,,
67,067__strict2_A__A30_d01451691_p18_i00_617x180.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A30_d01451691_p18_i00_617x180.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A30_d01451691_p18_i00_617x180.jpeg,F51FFF47D67A86774A027C17018E08F8898AB720571DDB8F82035452CD059799,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A30_d01451691_p18_i00_617x180.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\067__strict2_A__A30_d01451691_p18_i00_617x180.jpeg,23778,F51FFF47D67A86774A027C17018E08F8898AB720571DDB8F82035452CD059799,,
68,068__strict2_A__A31_d01451691_p18_i02_440x114.jpeg,A,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/A_core/A31_d01451691_p18_i02_440x114.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A31_d01451691_p18_i02_440x114.jpeg,6817FD57773C0FE4E7B8779DCDEC40409A82DD913909AF32E34A8F0B3C64D833,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\A_core\A31_d01451691_p18_i02_440x114.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\068__strict2_A__A31_d01451691_p18_i02_440x114.jpeg,16100,6817FD57773C0FE4E7B8779DCDEC40409A82DD913909AF32E34A8F0B3C64D833,,
69,069__strict2_B__B01_d625113_p16_i00_510x101.png,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B01_d625113_p16_i00_510x101.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B01_d625113_p16_i00_510x101.png,D8FFD86CB97FF05CB38FE3AB9877AE5CB7AA4AA0D06337CCE8997C46994E70C9,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B01_d625113_p16_i00_510x101.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\069__strict2_B__B01_d625113_p16_i00_510x101.png,11322,D8FFD86CB97FF05CB38FE3AB9877AE5CB7AA4AA0D06337CCE8997C46994E70C9,,
70,070__strict2_B__B02_d625113_p16_i01_505x93.png,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B02_d625113_p16_i01_505x93.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B02_d625113_p16_i01_505x93.png,D91C792F2DE9873A72C25BFB97B6D4A3FCB3E943D3111FD19448FCF6E7626EA6,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B02_d625113_p16_i01_505x93.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\070__strict2_B__B02_d625113_p16_i01_505x93.png,12947,D91C792F2DE9873A72C25BFB97B6D4A3FCB3E943D3111FD19448FCF6E7626EA6,,
71,071__strict2_B__B03_d625113_p16_i05_506x116.png,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B03_d625113_p16_i05_506x116.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B03_d625113_p16_i05_506x116.png,077BAE10EAB793B2AC484B88947EFAD59CE37F22AE96F7366610C853E2ECBA81,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B03_d625113_p16_i05_506x116.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\071__strict2_B__B03_d625113_p16_i05_506x116.png,16137,077BAE10EAB793B2AC484B88947EFAD59CE37F22AE96F7366610C853E2ECBA81,,
72,072__strict2_B__B04_d625113_p25_i00_696x81.png,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B04_d625113_p25_i00_696x81.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B04_d625113_p25_i00_696x81.png,D4A7EF51D5FFC9000CB1F9FADFDDBED5F72FE15E26B23DE86F9BE662133C52D4,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B04_d625113_p25_i00_696x81.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\072__strict2_B__B04_d625113_p25_i00_696x81.png,61524,D4A7EF51D5FFC9000CB1F9FADFDDBED5F72FE15E26B23DE86F9BE662133C52D4,,
76,076__strict2_B__B08_d625113_p58_i01_369x65.png,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B08_d625113_p58_i01_369x65.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B08_d625113_p58_i01_369x65.png,CFDE5C771D18ADB6EF2864B7F705E0DF9B8D890FA367F51CD4F2D7D043C80303,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B08_d625113_p58_i01_369x65.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\076__strict2_B__B08_d625113_p58_i01_369x65.png,23968,CFDE5C771D18ADB6EF2864B7F705E0DF9B8D890FA367F51CD4F2D7D043C80303,,
81,081__strict2_B__B13_d625113_p71_i04_704x260.png,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B13_d625113_p71_i04_704x260.png,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B13_d625113_p71_i04_704x260.png,51932AD368FBE4F76DC6103D37699FBC7482BCD2DD792A79A7623D8CA3D36B20,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B13_d625113_p71_i04_704x260.png,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\081__strict2_B__B13_d625113_p71_i04_704x260.png,11410,51932AD368FBE4F76DC6103D37699FBC7482BCD2DD792A79A7623D8CA3D36B20,,
90,090__strict2_B__B22_d01451691_p29_i00_928x152.jpeg,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B22_d01451691_p29_i00_928x152.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B22_d01451691_p29_i00_928x152.jpeg,68E815B153A8A7EDF51689E0A8554EF0FDDAD5F70091A8A07F40F799D38ED1A2,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B22_d01451691_p29_i00_928x152.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\090__strict2_B__B22_d01451691_p29_i00_928x152.jpeg,35979,68E815B153A8A7EDF51689E0A8554EF0FDDAD5F70091A8A07F40F799D38ED1A2,,
91,091__strict2_B__B23_d01451691_p29_i01_572x149.jpeg,B,strict_2d_lineart_batch2_20260714,strict_2d_lineart_batch2_20260714/B_auxiliary/B23_d01451691_p29_i01_572x149.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B23_d01451691_p29_i01_572x149.jpeg,8DE860B0891C721C19EADCAB505171E776F5BDDE5DBDCF1F1C69B61CC04CEE7C,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\strict_2d_lineart_batch2_20260714\B_auxiliary\B23_d01451691_p29_i01_572x149.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\091__strict2_B__B23_d01451691_p29_i01_572x149.jpeg,24566,8DE860B0891C721C19EADCAB505171E776F5BDDE5DBDCF1F1C69B61CC04CEE7C,,
99,099__web_U__A03_dunhuang_mogao201_mid_tang.jpeg,U,web_20260714,web_20260714/A03_dunhuang_mogao201_mid_tang.jpeg,D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\A03_dunhuang_mogao201_mid_tang.jpeg,6D5B3AF2398D5EAD588B95FC1D2F17DD037EFAE97B377BAA746E620CCC9B199E,real_lineart,D:\sdxl\chanzhi_sw_clean\data\source_candidates\web_20260714\A03_dunhuang_mogao201_mid_tang.jpeg,kept_original,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\099__web_U__A03_dunhuang_mogao201_mid_tang.jpeg,33311,6D5B3AF2398D5EAD588B95FC1D2F17DD037EFAE97B377BAA746E620CCC9B199E,,
,ChatGPT Image 2026年7月15日 13_39_59.png,U,user_added,,,,ai_generated_unpaired,User-provided ChatGPT generation 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\ChatGPT Image 2026年7月15日 13_39_59.png,1338806,0346E80D18EDB21358DE33317EB4D0772B9CEF0E8D2D1F3F3A3362B9FF96260D,chatgpt_generation_20260715_133959,reference_only; exclude from structural ground truth and pilot training unless a human-supported source skeleton is added
,Snipaste_2026-07-15_13-17-22.png,U,user_added,,,,real_lineart,User-provided local line-art capture 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-17-22.png,91407,8892392160FFD1524F63AEC0FF89DF90AC780BE0356D7C4E6DD0939535970094,user_capture_20260715_131722,original web URL not recorded; retain local capture as provenance
,Snipaste_2026-07-15_13-17-49.png,U,user_added,,,,real_lineart,User-provided local line-art capture 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-17-49.png,101033,79AD3256BCAD3D8B296BBA821DE7A9F345BC7EA9C565EBCC82188FC470238C4C,user_capture_20260715_131749,original web URL not recorded; retain local capture as provenance
,Snipaste_2026-07-15_13-18-16.png,U,user_added,,,,real_lineart,User-provided local line-art capture 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-18-16.png,86009,1226BD13E09976BAD7805655CC4FF79080AEBFD023BD1CC9C756BE4A3D04FABA,user_capture_20260715_131816,original web URL not recorded; retain local capture as provenance
,Snipaste_2026-07-15_13-18-39.png,U,user_added,,,,real_lineart,User-provided local line-art capture 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-18-39.png,96421,9BE3FC4918446594C9116503E30AAD53A2939C9FDEC3B34E2759D2891E9635A5,user_capture_20260715_131839,original web URL not recorded; retain local capture as provenance
,Snipaste_2026-07-15_13-18-45.png,U,user_added,,,,real_lineart,User-provided local line-art capture 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-18-45.png,117150,5953B3A201FBBFA574CB5F4E1CFAF295199F02D6363CE8D019C0FFB9DCC44B9F,user_capture_20260715_131845,original web URL not recorded; retain local capture as provenance
,Snipaste_2026-07-15_13-19-07.png,U,user_added,,,,real_lineart,User-provided local line-art capture 2026-07-15,added,known,D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\Snipaste_2026-07-15_13-19-07.png,82409,A18C8617FB874FC4175F1202CF53A12DA88FAC1F6B42D55F6AC4C473EEC80ECA,user_capture_20260715_131907,original web URL not recorded; retain local capture as provenance
