blind_stimulus_id,order_form,panel_label,method,case_id,prototype_id,backbone_variant,density_level,replicate,production_seed,stimulus_file,source_png
S841610,F3,A,Ours,C006,proto_sw_1_1,expanded,rich,2,100019,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C006\methods\Ours\formal_triple.png
S841610,F3,B,LocalGreedy,C006,proto_sw_1_1,expanded,rich,2,100019,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C006\methods\LocalGreedy\formal_triple.png
S841610,F3,C,FixedSlot,C006,proto_sw_1_1,expanded,rich,2,100019,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C006\methods\FixedSlot\formal_triple.png
S513715,F1,A,LocalGreedy,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\LocalGreedy\formal_triple.png
S513715,F1,B,Ours,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\Ours\formal_triple.png
S513715,F1,C,FixedSlot,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\FixedSlot\formal_triple.png
S513715,F2,A,Ours,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\Ours\formal_triple.png
S513715,F2,B,FixedSlot,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\FixedSlot\formal_triple.png
S513715,F2,C,LocalGreedy,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\LocalGreedy\formal_triple.png
S513715,F3,A,FixedSlot,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\FixedSlot\formal_triple.png
S513715,F3,B,LocalGreedy,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\LocalGreedy\formal_triple.png
S513715,F3,C,Ours,C029,proto_sw_1_3,compact,rich,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C029\methods\Ours\formal_triple.png
S286860,F1,A,FixedSlot,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\FixedSlot\formal_triple.png
S286860,F1,B,LocalGreedy,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\LocalGreedy\formal_triple.png
S286860,F1,C,Ours,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\Ours\formal_triple.png
S286860,F2,A,LocalGreedy,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\LocalGreedy\formal_triple.png
S286860,F2,B,Ours,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\Ours\formal_triple.png
S286860,F2,C,FixedSlot,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\FixedSlot\formal_triple.png
S286860,F3,A,Ours,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\Ours\formal_triple.png
S286860,F3,B,FixedSlot,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\FixedSlot\formal_triple.png
S286860,F3,C,LocalGreedy,C022,proto_sw_1_3,expanded,medium,2,100024,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C022\methods\LocalGreedy\formal_triple.png
S213539,F1,A,FixedSlot,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\FixedSlot\formal_triple.png
S213539,F1,B,Ours,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\Ours\formal_triple.png
S213539,F1,C,LocalGreedy,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\LocalGreedy\formal_triple.png
S213539,F2,A,Ours,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\Ours\formal_triple.png
S213539,F2,B,LocalGreedy,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\LocalGreedy\formal_triple.png
S213539,F2,C,FixedSlot,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\FixedSlot\formal_triple.png
S213539,F3,A,LocalGreedy,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\LocalGreedy\formal_triple.png
S213539,F3,B,FixedSlot,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\FixedSlot\formal_triple.png
S213539,F3,C,Ours,C037,proto_sw_2_3,expanded,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C037\methods\Ours\formal_triple.png
S724485,F1,A,FixedSlot,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\FixedSlot\formal_triple.png
S724485,F1,B,LocalGreedy,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\LocalGreedy\formal_triple.png
S724485,F1,C,Ours,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\Ours\formal_triple.png
S724485,F2,A,LocalGreedy,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\LocalGreedy\formal_triple.png
S724485,F2,B,Ours,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\Ours\formal_triple.png
S724485,F2,C,FixedSlot,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\FixedSlot\formal_triple.png
S724485,F3,A,Ours,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\Ours\formal_triple.png
S724485,F3,B,FixedSlot,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\FixedSlot\formal_triple.png
S724485,F3,C,LocalGreedy,C034,proto_sw_1_3,swept,medium,2,100023,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C034\methods\LocalGreedy\formal_triple.png
S300932,F1,A,FixedSlot,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\FixedSlot\formal_triple.png
S300932,F1,B,LocalGreedy,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\LocalGreedy\formal_triple.png
S300932,F1,C,Ours,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\Ours\formal_triple.png
S300932,F2,A,LocalGreedy,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\LocalGreedy\formal_triple.png
S300932,F2,B,Ours,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\Ours\formal_triple.png
S300932,F2,C,FixedSlot,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\FixedSlot\formal_triple.png
S300932,F3,A,Ours,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\Ours\formal_triple.png
S300932,F3,B,FixedSlot,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\FixedSlot\formal_triple.png
S300932,F3,C,LocalGreedy,C074,proto_sw_3_2,expanded,simple,2,100036,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C074\methods\LocalGreedy\formal_triple.png
S237615,F1,A,LocalGreedy,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\LocalGreedy\formal_triple.png
S237615,F1,B,Ours,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\Ours\formal_triple.png
S237615,F1,C,FixedSlot,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\FixedSlot\formal_triple.png
S237615,F2,A,Ours,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\Ours\formal_triple.png
S237615,F2,B,FixedSlot,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\FixedSlot\formal_triple.png
S237615,F2,C,LocalGreedy,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\LocalGreedy\formal_triple.png
S237615,F3,A,FixedSlot,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\FixedSlot\formal_triple.png
S237615,F3,B,LocalGreedy,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\LocalGreedy\formal_triple.png
S237615,F3,C,Ours,C090,proto_sw_3_2,swept,rich,2,100015,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C090\methods\Ours\formal_triple.png
S804770,F1,A,Ours,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\Ours\formal_triple.png
S804770,F1,B,FixedSlot,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\FixedSlot\formal_triple.png
S804770,F1,C,LocalGreedy,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\LocalGreedy\formal_triple.png
S804770,F2,A,FixedSlot,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\FixedSlot\formal_triple.png
S804770,F2,B,LocalGreedy,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\LocalGreedy\formal_triple.png
S804770,F2,C,Ours,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\Ours\formal_triple.png
S804770,F3,A,LocalGreedy,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\LocalGreedy\formal_triple.png
S804770,F3,B,Ours,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\Ours\formal_triple.png
S804770,F3,C,FixedSlot,C048,proto_sw_2_3,compact,rich,2,100032,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S804770_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C048\methods\FixedSlot\formal_triple.png
S513164,F1,A,LocalGreedy,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\LocalGreedy\formal_triple.png
S513164,F1,B,Ours,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\Ours\formal_triple.png
S513164,F1,C,FixedSlot,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\FixedSlot\formal_triple.png
