case_id,matrix_id,rq_use,prototype_id,backbone_variant,density_level,replicate,production_seed,backbone_seed,flower_seed,branch_seed,unit_seed,backbone_seed_source,flower_seed_source,branch_seed_source,unit_seed_source,allocation_rule
A106,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A107,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A108,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A109,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A110,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A111,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A112,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A113,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A114,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A115,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A116,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A117,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A118,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A119,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A120,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A121,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A122,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A123,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A124,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A125,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A126,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A127,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A128,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A129,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A130,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A131,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A132,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A133,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A134,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A135,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,5,200004,3661431921,3802206688,2403426353,861773372,200004,200004,200004,200004,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A136,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A137,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A138,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A139,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A140,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A141,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A142,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A143,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A144,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,6,200005,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A145,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A146,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A147,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A148,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A149,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A150,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A151,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A152,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A153,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,7,200006,1269774328,578667544,3840112982,671364729,200006,200006,200006,200006,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A154,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A155,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A156,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A157,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A158,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A159,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A160,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A161,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A162,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,8,200007,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A163,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A164,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A165,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A166,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A167,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A168,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A169,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A170,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A171,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,9,200008,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A172,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,simple,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A173,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,medium,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A174,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,expanded,rich,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A175,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,simple,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A176,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,medium,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A177,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,compact,rich,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A178,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,simple,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A179,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,medium,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A180,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_1_3,swept,rich,10,200009,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A181,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,simple,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A182,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,medium,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A183,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,rich,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A184,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,simple,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A185,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,medium,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A186,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,rich,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A187,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,simple,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A188,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,medium,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A189,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,rich,1,200000,3637826449,690874662,3848763323,2731574336,200000,200000,200000,200000,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A190,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,simple,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A191,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,medium,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A192,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,rich,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A193,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,simple,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A194,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,medium,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A195,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,rich,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A196,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,simple,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A197,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,medium,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A198,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,rich,2,200001,2099076444,668946205,157358250,1522627173,200001,200001,200001,200001,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A199,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,simple,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A200,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,medium,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A201,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,rich,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A202,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,simple,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A203,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,medium,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A204,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,compact,rich,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A205,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,simple,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A206,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,medium,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A207,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,swept,rich,3,200002,1586078355,2795483619,3834742724,1346423801,200002,200002,200002,200002,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A208,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,simple,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A209,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,medium,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A210,A,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,proto_sw_2_3,expanded,rich,4,200003,2755701457,200490488,587951499,654989446,200003,200003,200003,200003,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
